Id,Nom,Description,Portions,Portions unité,Difficulté,Coût,Régime,Catégorie,Préparation,Cuisson,Jour,Ingrédients,Instructions,"Energie, Règlement UE N° 1169/2011 (kJ/100 g)","Energie, Règlement UE N° 1169/2011 (kcal/100 g)","Energie, N x facteur Jones, avec fibres  (kJ/100 g)","Energie, N x facteur Jones, avec fibres  (kcal/100 g)",Eau (g/100 g),"Protéines, N x facteur de Jones (g/100 g)","Protéines, N x 6.25 (g/100 g)",Glucides (g/100 g),Lipides (g/100 g),Sucres (g/100 g),Fructose (g/100 g),Galactose (g/100 g),Glucose (g/100 g),Lactose (g/100 g),Maltose (g/100 g),Saccharose (g/100 g),Amidon (g/100 g),Fibres alimentaires (g/100 g),Polyols totaux (g/100 g),Cendres (g/100 g),Alcool (g/100 g),Acides organiques (g/100 g),Cholestérol (mg/100 g),Sel chlorure de sodium (g/100 g),Calcium (mg/100 g),Chlorure (mg/100 g),Cuivre (mg/100 g),Fer (mg/100 g),Iode (µg/100 g),Magnésium (mg/100 g),Manganèse (mg/100 g),Phosphore (mg/100 g),Potassium (mg/100 g),Sélénium (µg/100 g),Sodium (mg/100 g),Zinc (mg/100 g),Rétinol (µg/100 g),Beta-Carotène (µg/100 g),Vitamine D (µg/100 g),Vitamine E (mg/100 g),Vitamine K1 (µg/100 g),Vitamine K2 (µg/100 g),Vitamine C (mg/100 g),Vitamine B1 ou Thiamine (mg/100 g),Vitamine B2 ou Riboflavine (mg/100 g),Vitamine B3 ou PP ou Niacine (mg/100 g),Vitamine B5 ou Acide pantothénique (mg/100 g),Vitamine B6 (mg/100 g),Vitamine B9 ou Folates totaux (µg/100 g),Vitamine B12 (µg/100 g),Image
47,Courgettes farcies aux légumineuses,"Des courgettes farcies d'un mélange savoureux de lentilles, carotte et épices, cuites avec la fonction Thermogrill.",2,personnes,3,3,Méthode ami,Dîner,20,30,16,"2 Courgettes, moyennes
100 gramme Lentilles vertes, cuite
1 Carotte, coupée en petits dés
1 Oignon, finement haché
2 Gousses d'ail, émincées
1 cuillère à café Cumin
1 cuillère à soupe Concentré de tomate
Huile d'olive, au goût
Sel, au goût
Poivre, au goût","Coupez les courgettes en deux dans le sens de la longueur et évidez-les légèrement pour créer un espace pour la farce.
Dans la cuve, programmer le menu Thermogrill, puissance 3, couvercle ouvert, 10 minutes pour faire revenir l'oignon et l'ail dans un peu d'huile d'olive.
Ajoutez la carotte, le cumin, et le concentré de tomate. Cuisez quelques minutes.
Incorporez les lentilles à la poêle et mélangez bien. Assaisonnez avec du sel et du poivre.
Farcissez les courgettes avec le mélange de lentilles, placez-les dans la cuve et programmez le menu Thermogrill, couvercle fermé, puissance 3, pendant 8 minutes.
Servez chaud, accompagné d'une salade verte si désiré.",653.575,155.7,653.575,155.7,290.787235,9.151299999999999,9.151299999999999,21.16,4.2205,7.754199999999999,3.16515,0.00075,2.7022,0.406,0.406,1.9431,8.2605,8.3325,0.418,2.789200000000001,0.0,0.19855,0.0,0.755645,88.91150000000002,360.109,0.26195,2.775695,24.489,64.227,0.77015,203.1875,825.892,18.5125,301.296,1.48214,0.0,2361.96,0.14,1.19785,13.0905,0.0,37.807,0.1859,0.2821500000000001,1.301099999999999,0.6249,0.5468,127.892,0.0,https://zyllio.github.io/zyllio-samples/recipies/menus/images/47.jpg
48,Toasts à l'avocat et graines de chia,"Des toasts croustillants garnis d'avocat écrasé et saupoudrés de graines de chia, relevés d'une touche de piment pour ceux qui le souhaitent.",2,personnes,1,2,Méthode ami,Petit déjeuner,5,0,17,"4 tranches Pain complet
2 Avocats mûrs
2 cuillère à soupe Graines de chia
Sel, au goût
1 pincée Poivre
1 pincée Piment rouge, facultatif","Faites toaster les tranches de pain jusqu'à ce qu'elles soient croustillantes.
Écrasez l'avocat et étalez-le sur les toasts.
Saupoudrez de graines de chia, de sel, de poivre, et de piment rouge pour un peu de piquant, si désiré.",2095.4,504.35,2087.4,501.95,135.529135,11.2555,12.2935,37.88609999999999,36.3685,2.3632,0.48115,0.11025,0.4012,0.46,1.82,0.4601,28.605,15.5205,0.75,7.667449999999999,0.0,1.53005,0.75,1.41288,129.7965,959.5,0.56335,3.28005,46.109,116.81575,2.0092,313.6900000000001,897.9945,46.1025,565.051,2.36579,0.0,14.54,0.6892499999999999,3.65165,23.11,0.0,1.3605,0.2472,0.08565,3.570200000000001,1.9661,0.32575,140.559,0.0,https://zyllio.github.io/zyllio-samples/recipies/menus/images/48.jpg
49,Salade de betteraves rôties et quinoa,"Une salade nutritive mêlant la douceur des betteraves rôties, la texture du quinoa et le croquant des noix, le tout relevé d'une vinaigrette onctueuse.",2,personnes,2,3,Méthode ami,Déjeuner,15,30,17,"2 Betteraves, moyennes, pelées et coupées en dés
100 gramme Quinoa
200 millilitre Eau
1 poignée Roquette
1 tasse Noix, 0.25 de tasse, grossièrement hachées","Placez les dés de betterave dans la cuve, arrosez d'un peu d'huile d'olive, et programmez le menu Thermogrill, puissance 3, couvercle fermé, pendant 15 minutes et réservez.
Rincez le quinoa sous l'eau froide.
Cuisez le quinoa 3 minutes en mode riz, puissance 2, couvercle fermé, avec un ratio de 1 mesure de quinoa pour 1.5 mesure d’eau.
Dans un grand saladier, combinez le quinoa cuit, les betteraves rôties, la roquette et les noix.
Préparez la vinaigrette en mélangeant de l'huile d'olive avec du tahini. Assaisonnez avec du sel et du poivre au goût.
Versez la vinaigrette sur la salade et mélangez bien avant de servir.",315.5,74.5,312.5,74.0,296.01,12.954,14.074,42.3,17.248,18.59999999999999,1.025,0.15,1.225,0.15,0.15,0.5349999999999999,12.325,10.705,0.0,3.98,0.0,0.028,0.0,0.4094,161.75,27.45,0.8378,3.738,11.25,157.1,2.946,330.85,1235.7,20.5,164.85,3.191,0.0,504.5,0.125,1.519,34.62,0.0,20.875,0.2582,0.2003,1.058,1.342,0.2939,358.05,0.0,https://zyllio.github.io/zyllio-samples/recipies/menus/images/49.jpg
50,Poulet aux olives et tomates cerise,"Un savoureux poulet cuit avec des tomates cerise et des olives vertes, relevé d'herbes de Provence.",2,personnes,2,3,Méthode ami,Dîner,10,25,17,"2 Filets de poulet
1 tasse Tomates cerise
0.5 tasse Olives vertes dénoyautées
1 Oignon, émincé
2 Gousses d'ail, émincées
1 pincée Herbes de Provence
Sel, au goût
1 pincée Poivre","Dans la cuve programmer le menu Thermogrill, puissance 3, couvercle ouvert, 12 minutes faites revenir l'oignon et l'ail dans un peu d'huile d'olive jusqu'à ce qu'ils soient translucides.
Ajoutez les filets de poulet et faites-les dorer de chaque côté.
Incorporez les tomates cerise, les olives, et saupoudrez d'herbes de Provence. Assaisonnez avec du sel et du poivre.
Programmer le menu Thermogrill, puissance 3, couvercle fermé, 15 minutes
Servez chaud, accompagné de légumes verts à la vapeur ou d'une salade fraîche.",1100.275,262.21,1100.275,262.21,292.319635,37.93104999999999,37.93104999999999,10.74275,8.351,8.309949999999999,4.19265,0.03325,3.8997,0.8285,0.8285,1.3436,0.8042499999999999,3.963,0.61825,4.8495,0.0,2.0475,99.325,1.74366,56.31649999999999,1067.819,0.15755,1.445445,66.28399999999999,76.58574999999999,0.3743500000000001,424.1525,1119.9095,62.3745,695.516,1.18899,31.5,1668.8025,0.465,2.76275,10.7825,13.35,35.895,0.2757249999999999,0.1299,17.24695,2.736075,0.8281,61.707,0.255,https://zyllio.github.io/zyllio-samples/recipies/menus/images/50.jpg
51,Bowl de yogourt aux graines de chia et fruits frais,"Un bowl de yogourt frais enrichi de graines de chia et garni de fruits de saison, idéal pour un petit-déjeuner sain ou une collation.",2,personnes,1,2,Méthode ami,Petit déjeuner,5,0,18,"400 gramme Yogourt nature ou grec
2 cuillère à soupe Graines de chia
1 Fruits frais de saison, kiwi, fraises, myrtilles, coupés
1 filet Miel ou sirop de yacon, optionnel","Mélangez le yogourt et les graines de chia dans un bol. Laissez reposer quelques minutes pour que les graines de chia gonflent légèrement.
Répartissez le mélange de yogourt dans des bols.
Garnissez avec les fruits frais coupés.
Arrosez d'un filet de miel ou de sirop de yacon pour une touche de douceur, si désiré.",251.0,59.5,251.0,59.5,254.854,9.764999999999999,10.015,61.8736,22.691,57.59,23.57,1.5567,19.36,0.072,0.818,4.220000000000001,0.66,6.722,0.69,4.639,0.0,0.68,33.4034,0.213,378.4949999999999,33.2,0.1871,1.2736,7.08,57.78000000000001,0.5536,134.7,285.06,12.53,76.58500000000001,0.7544000000000001,0.0,314.0,0.003,0.355,1.98,0.0,21.508,0.1166,0.07060000000000001,1.4829,0.2045,0.111,29.37,0.0,https://zyllio.github.io/zyllio-samples/recipies/menus/images/51.jpg
52,Salade de quinoa aux légumes croquants,"Une salade fraîche et saine à base de quinoa et de légumes croquants, assaisonnée d'une vinaigrette au tahini.",2,personnes,2,2,Méthode ami,Déjeuner,20,20,18,"100 gramme Quinoa
1 Courgette, coupée en dés
1 Poivron rouge, coupé en dés
0.5 Concombre, coupé en dés
1 Tomate, coupée en dés
0.25 tasse Pois chiches, cuits
Vinaigrette, mélange d'huile d'olive, tahini, pointe d’ail, sel, et poivre, au goût","Rincez le quinoa sous l'eau froide.
Cuisez le quinoa 3 minutes en menu riz mode 2 couvercle fermé, 1 mesure de quinoa pour 1.5 mesure d’eau. Puis laissez-le refroidir.
Dans un grand saladier, mélangez le quinoa refroidi avec les légumes coupés et les pois chiches.
Préparez la vinaigrette en mélangeant l'huile d'olive et tahini, pointe d’ail. Assaisonnez avec du sel et du poivre.
Versez la vinaigrette sur la salade et mélangez bien avant de servir.",914.77,217.16,911.77,216.66,363.03,9.605500000000003,9.775500000000001,32.84699999999999,4.2595,9.036000000000001,4.6675,0.05,3.726,0.305,0.3125,0.8234999999999999,20.49375,10.7485,1.05235,2.86025,0.0,0.8435,0.0175,0.13267,90.398,120.025,0.3473,2.165,27.505,98.71999999999998,1.13345,256.92,891.7,51.33,52.304,1.70165,0.525,893.3,0.125,4.609500000000001,28.635,0.0,125.55,0.2208,0.2553,1.5075,1.04815,0.598375,189.7795,0.000925,https://zyllio.github.io/zyllio-samples/recipies/menus/images/52.jpg
53,Poulet rôti aux herbes et légumes de saison,Filets de poulet rôtis avec un mélange d'herbes et accompagnés de légumes de saison. Un plat réconfortant et nutritif.,2,personnes,2,3,Méthode ami,Dîner,10,45,18,"2 Filets de poulet
1 Herbes de Provence ou mélange d'herbes fraîches, (romarin, thym)
Sel, au goût
1 pincée Poivre
1 filet Huile d'olive
Légumes de saison pour rôtir, (carottes, pommes de terre, oignons, asperges), au goût","Assaisonnez les filets de poulet avec les herbes, du sel, du poivre, et un peu d'huile d'olive.
Faites revenir l'oignon dans le Thermochef avec un peu d'huile, menu Thermogrill, couvercle ouvert, puissance 3, pendant 5 minutes.
Ajoutez le poulet et faites-le dorer de tous les côtés.
Rajoutez les légumes coupés en morceaux dans la cuve, arrosez-les également d'huile d'olive, et assaisonnez.
Programmer le menu Thermogrill couvercle fermé pendant 18 minutes, puissance 3, tourner à mi-cuisson.
Servez chaud pour un repas réconfortant et nutritif.",745.875,176.9875,745.875,176.9875,119.495135,35.61225,35.61225,1.20825,2.49,0.6667000000000001,0.3573999999999999,0.00075,0.3537,0.312,0.312,0.3721,0.08975,1.33425,0.02625,2.6257,0.0,1.1358,99.00039,0.66253,56.189,401.65,0.084525,2.36095,30.89725,57.84075,0.2326,372.2,661.9095000000001,30.667,262.341,0.94539,31.5,72.94000000000001,0.377525,0.6249000000000001,4.2225,13.35,9.3505,0.192225,0.09037499999999998,16.2428,2.56285,0.6676499999999999,31.0265,0.255,https://zyllio.github.io/zyllio-samples/recipies/menus/images/53.jpg
54,Bowl de chia et coco,"Un bowl riche en nutriments grâce aux graines de chia et parfumé au lait de coco, idéal pour un petit-déjeuner sain.",2,personnes,1,2,Méthode ami,Petit déjeuner,5,0,19,"4 cuillère à soupe Graines de chia
200 millilitre Lait de coco
1 cuillère à soupe Sirop de yacon
0.5 cuillère à café Extrait de vanille
1 Mangue, tranchée
Noix de coco râpée, au goût
1 poignée Amandes, quelques","Dans un bol, mélangez les graines de chia, le lait de coco, le sirop de yacon, et l'extrait de vanille.
Couvrez et laissez reposer au réfrigérateur toute la nuit.
Le matin, remuez le mélange, puis ajoutez les toppings de votre choix avant de servir.",554.48,130.525,554.48,130.525,193.58825,11.89625,13.89675,42.2659,54.5565,36.199,6.0005,0.028,2.66,0.3780000000000001,0.39525,15.92175,1.974,23.544,0.875,3.32707,0.1645,5.47755,0.0,0.09144000000000001,236.84,40.95,0.986465,5.33085,39.0225,182.925,2.80435,443.8849999999999,885.3349999999999,38.31,35.98410000000001,3.0681,0.0,1513.0262,0.035,7.112499999999999,2.2945,0.0,47.6485,0.27809,0.127905,4.418200000000001,0.7394299999999999,0.251645,179.6275,0.0,https://zyllio.github.io/zyllio-samples/recipies/menus/images/54.jpg
55,Salade de pois chiches et avocat,"Une salade fraîche et nutritive mêlant pois chiches, avocat et concombre avec une vinaigrette au tahini.",2,personnes,1,2,Méthode ami,Déjeuner,15,0,19,"1 boîte Pois chiches, rincés et égouttés
1 Avocat, mûr, coupé en dés
0.5 Concombre, coupé en dés
2 Oignons verts, émincés
1 part Vinaigrette, mélange d'huile d'olive et tahini, diluée avec un peu d'eau, une pointe d’ail, sel et poivre","Dans un saladier, combinez les pois chiches, l'avocat, le concombre, et les oignons verts.
Préparez la vinaigrette en mélangeant l'huile d'olive et le tahini, ajoutez une pointe d’ail et un peu d'eau pour obtenir la consistance désirée. Assaisonnez avec du sel et du poivre.
Versez la vinaigrette sur la salade et mélangez bien avant de servir.",1917.6,459.45,1917.6,459.45,296.5549999999999,18.86050000000001,18.86050000000001,41.3945,25.7725,4.77,1.9775,0.05475,1.74,0.8150000000000001,0.8225,1.6125,30.96125,20.4255,1.40425,4.67375,0.0,1.177,0.4275,0.316,179.45,201.75,0.6360499999999999,3.000595,61.725,119.35,1.99425,348.0,883.5,67.4,125.15,2.72225,1.575,90.75,0.5,5.17,35.82,0.0,9.549999999999999,0.2095,0.12625,1.7575,1.37095,0.388925,246.1185,0.002775,https://zyllio.github.io/zyllio-samples/recipies/menus/images/55.jpg
56,Curry de légumes d'hiver,Un plat réconfortant et épicé à base de légumes d'hiver et de lait de coco.,2,personnes,2,3,Méthode ami,Dîner,20,30,19,"200 gramme Potiron, coupé en dés
1 Carotte, coupée en rondelles
1 Panais, coupé en dés
200 millilitre Lait de coco
1 cuillère à soupe Pâte de curry
1 Oignon, émincé
2 Gousses d'ail, émincées
Huile de coco, pour la cuisson, au goût
Sel, au goût, au goût
Poivre, au goût, au goût","Dans une grande casserole ou une poêle, faites revenir l'oignon et l'ail dans un peu d'huile de coco jusqu'à ce qu'ils soient translucides.
Ajoutez la pâte de curry et faites cuire pendant 1 minute pour libérer les arômes.
Incorporez les légumes, le lait de coco, et assaisonnez avec du sel et du poivre.
Couvrez et laissez mijoter à feu moyen pendant 30 minutes, ou jusqu'à ce que les légumes soient tendres.
Servez chaud, accompagné de riz basmati ou de quinoa.",548.8000000000001,132.06,548.8000000000001,132.06,274.036635,6.4948,7.094799999999999,23.868,42.1245,15.55645,1.30415,0.00075,1.3012,0.321,0.321,1.7861,1.503,14.9485,0.7475000000000002,3.617003,0.0,0.1487,0.5625,0.71787,92.35150000000002,406.384,0.7065,3.960945000000001,12.8465,75.58324999999999,2.1616,248.4975,1261.6595,7.3775,286.616,2.16289,0.75,5200.69,0.26,3.997050000000001,19.8715,0.0,23.48375,0.2281,0.24785,2.6803,1.2069,0.3079,124.5095,0.0105,https://zyllio.github.io/zyllio-samples/recipies/menus/images/56.jpg
57,Pancakes de sarrasin et banane,Des pancakes nutritifs avec une touche sucrée de banane,2,personnes,2,2,Méthode ami,Petit déjeuner,10,15,20,"100 gramme Farine de sarrasin
1 Banane mûre, écrasée
1 Œuf
200 millilitre Lait d'amande
1 cuillère à café Levure chimique
Huile de coco, pour la cuisson, au goût
Sirop de yacon ou miel, pour servir, au goût","Dans un bol, mélangez la farine de sarrasin, la levure chimique, l'œuf, la banane écrasée, et progressivement le lait d'amande jusqu'à obtenir une pâte homogène.
Faites chauffer un peu d'huile de coco dans le Thermochef, menu Thermogrill puissance 3, couvercle ouvert.
Versez-y des petites louches de pâte.
Cuisez chaque pancake jusqu'à ce qu'il soit doré de chaque côté, environ 2-3 minutes par côté.
Servez chaud avec un filet de miel si désiré ou de sirop de yacon.",1538.3,367.1,1538.3,367.1,166.66,10.712,10.712,53.725,14.5575,15.44,5.41,0.3325,5.02875,0.22,0.4742500000000001,4.991999999999999,36.78,4.267500000000001,0.31,3.118253,0.0,0.097,99.5,0.15805,270.7547499999999,47.88,0.351325,2.234,37.2875,107.1945,0.9350750000000001,397.82,457.0425,35.845,418.20825,1.604225,45.5,22.1,0.72,2.4855,4.8925,0.0,5.105999999999999,0.25115,0.214675,2.793,1.336675,0.3924,58.45,0.3625,https://zyllio.github.io/zyllio-samples/recipies/menus/images/57.jpg
58,Salade de lentilles vertes et feta,"Une salade rafraîchissante et nutritive alliant les saveurs des lentilles vertes, de la feta, des légumes frais et une vinaigrette douce à base de tahini.",2,personnes,2,2,Méthode ami,Déjeuner,15,25,20,"100 gramme Lentilles vertes
200 gramme Feta, coupée en dés
1 Poivron vert, coupé en dés
2 Tomates, coupées en dés
1 Oignon rouge, émincé
1 pincée Ail
Sel, au goût
1 pincée Poivre
1 cuillère à soupe Huile d'olive
1 cuillère à soupe Tahini","Rincez les lentilles sous l'eau froide.
Cuisez les lentilles Programmer couvercle fermé, pendant 7 minutes, puissance 3, programme légumes secs pression 7
laissez refroidir.
Dans un grand saladier, mélangez les lentilles refroidies, la feta, le poivron, les tomates, et l'oignon rouge.
Préparez la vinaigrette en mélangeant l'huile d'olive et le tahini, une pointe d’ail Assaisonnez avec du sel et du poivre.
Versez la vinaigrette sur la salade et mélangez bien avant de servir.",1810.79,436.225,1820.79,437.225,369.672885,24.39705,24.29205,22.599,36.25300000000001,9.972949999999999,3.79265,0.20075,3.2542,0.751,0.751,1.6536,8.72675,9.2425,0.2707,6.937,0.0,2.24385,65.2,2.89718,303.2555,1997.5015,0.4087899999999999,2.367771,104.539,68.35900000000001,0.68415,416.0495,862.6790000000001,47.6475,1158.374,2.61019,216.5,1327.215,0.7687499999999999,4.1878,21.4205,0.0,116.53,0.3007,0.40595,2.36905,0.8816499999999999,0.5726999999999999,140.6845,0.53,https://zyllio.github.io/zyllio-samples/recipies/menus/images/58.jpg
59,Poisson en papillote aux légumes,Filets de poisson blanc cuits en papillote avec des légumes et aromatisés au citron et aux herbes fraîches.,2,personnes,2,3,Méthode ami,Dîner,10,20,20,"2 Filets de poisson blanc
1 Courgette, coupée en fines rondelles
1 Carotte, coupée en julienne
0.5 Poivron rouge, coupé en fines lanières
1 Citron, jus de
1 pincée Herbes fraîches, thym, romarin
Sel, au goût
1 pincée Poivre
1 filet Huile d'olive","Sur deux grands morceaux de papier cuisson, répartissez les rondelles de courgette, la carotte, et le poivron.
Placez un filet de poisson sur chaque lit de légumes.
Arrosez de jus de citron, ajoutez les herbes, salez, poivrez, et versez un filet d'huile d'olive.
Fermez les papillotes en pliant bien les bords du papier cuisson.
Placez-les dans la cuve, menu four plancha 150 degrés et enfournez pour 20 minutes, retourner à mi-cuisson.
Servez directement dans les papillotes pour conserver toutes les saveurs.",904.265,213.516,904.265,213.516,297.095635,35.09269999999999,35.09269999999999,6.78475,4.079499999999999,5.423049999999999,2.34115,0.00075,2.0112,0.2,0.2,1.1861,0.29095,3.3256,0.70150525,4.21585,0.0,2.4360572,95.4,1.87363,82.0615,546.8375,0.18005,1.30235,116.999,68.35375,0.37765,351.687,899.2045,69.13669999999999,750.5915,1.41984,12.27645,2456.015,2.3862527,2.61935,20.295,0.0,82.485,0.176925,0.3040499999999999,3.98165,0.7389,0.6566749999999999,116.359,2.88,https://zyllio.github.io/zyllio-samples/recipies/menus/images/59.jpg
60,Porridge aux graines de chia et fruits,"Un porridge nutritif aux graines de chia, agrémenté de fruits et de lait d'amande, idéal pour un petit-déjeuner sain.",2,personnes,1,2,Méthode ami,Petit déjeuner,5,15,21,"50 gramme Graines de chia
200 millilitre Lait d'amande
1 Banane, écrasée
1 poignée Baies fraîches, framboises, myrtilles, fraises
1 cuillère à soupe Miel ou sirop de yacon
1 poignée Noix ou amandes, pour garnir","Dans la cuve, mélangez les graines de chia et le lait d'amande.
Programmer le menu thermodiet couvercle ouvert, 90 degrés, en remuant fréquemment, jusqu'à ce que le mélange épaississe et devienne un porridge.
Incorporez la banane écrasée et le miel ou sirop de yacon.
Servez chaud, garni de baies fraîches et de quelques noix ou amandes.",375.97,89.695,375.97,89.695,164.945,10.8467,12.5467,27.159,24.0725,20.493,7.5615,0.4755,6.8385,0.268,0.49945,5.966200000000001,2.63275,15.143,0.305,2.75355,0.0,0.0957,0.0,0.07497,248.59165,52.08199999999999,0.579185,3.2669,37.14,180.7423,1.5392,384.348,585.1815,37.9375,29.88155,2.27789,0.0,36.0225,0.3125,6.8747,1.472,0.0,27.0834,0.24711,0.165145,3.196650000000001,0.4256450000000001,0.15936,68.07,0.0,https://zyllio.github.io/zyllio-samples/recipies/menus/images/60.jpg
61,Salade de quinoa aux légumes croquants,Une salade nutritive et colorée alliant le quinoa avec divers légumes frais et une vinaigrette savoureuse.,2,personnes,2,2,Méthode ami,Déjeuner,20,20,21,"100 gramme Quinoa
1 Concombre, coupé en dés
1 Poivron rouge, coupé en dés
1 Carotte, râpée
1 Avocat, coupé en dés","Rincez le quinoa sous l'eau froide.
Cuisez le quinoa 3 minutes en menu riz mode 2 couvercle fermé, 1 mesure de quinoa pour 1.5 mesure d’eau. Puis laissez-le refroidir.
Dans un grand saladier, combinez le quinoa refroidi, le concombre, le poivron, la carotte, et l'avocat.
Préparez la vinaigrette en mélangeant l'huile d'olive et le tahini, la pointe d’ail. Assaisonnez avec du sel et du poivre.
Versez la vinaigrette sur la salade et mélangez bien avant de servir.",1203.45,289.15,1200.45,288.65,317.2,5.4125,5.5825,24.765,16.665,8.34,3.530000000000001,0.10475,2.905,0.4,0.415,1.78,14.02,8.575,1.3085,4.095,0.0,1.496,0.375,0.074,57.2,64.775,0.3215,1.4675,35.45,80.30000000000001,0.7125,175.3,860.5,60.0,29.2,1.215,0.0,2561.75,0.0,4.902500000000001,38.985,0.0,104.0125,0.176,0.15725,1.775,1.7125,0.48325,172.4,0.0,https://zyllio.github.io/zyllio-samples/recipies/menus/images/61.jpg
62,Curry de légumes au lait de coco,"Un délicieux curry de légumes relevé et crémeux grâce à l'ajout de lait de coco, parfait pour un repas équilibré et gourmand.",2,personnes,2,2,Méthode ami,Dîner,10,30,21,"1 Courgette, coupée en dés
1 Carotte, coupée en rondelles
1 Poivron rouge, coupé en lanières
200 gramme Pois chiches, cuits
400 millilitre Lait de coco
1 cuillère à café Curcuma
2 cuillère à soupe Pâte de curry
Huile de coco ou d'olive, pour la cuisson, au goût
Sel, au goût
Poivre, au goût","Dans le Thermochef, faites revenir la pâte de curry avec un peu d'huile de coco, couvercle ouvert, menu Thermogrill, puissance 3 pendant 2 minutes pour libérer les arômes.
Ajoutez les légumes, le curcuma, et mélangez bien pour les enrober des épices.
Versez le lait de coco, assaisonnez avec du sel et du poivre, puis cuisez à couvercle fermé, menu ragout 10 minutes, pression 5, puissance 2.
Servez chaud, accompagné de riz basmati ou de pain naan.",1189.6,284.67,1189.6,284.67,352.7141350000001,17.4688,18.6688,40.55399999999999,78.804,20.5398,3.808650000000001,0.00075,3.328000000000001,0.43,0.43,1.5399,15.5475,30.8725,1.389,4.662253000000001,0.0,0.40865,1.125,0.84511,136.0565,472.525,1.26325,7.451950000000001,45.649,138.98075,4.428600000000001,435.995,1386.2345,41.4325,337.2910000000001,3.84039,1.5,2624.04,0.75375,5.908949999999999,11.2315,0.0,116.0295,0.28618,0.27355,2.1008,1.1435,0.6669999999999999,252.344,0.021,https://zyllio.github.io/zyllio-samples/recipies/menus/images/62.jpg
63,Overnight oats aux pommes et cannelle,Un petit-déjeuner nutritif à préparer la veille pour un réveil gourmand.,2,personnes,1,1,Méthode ami,Petit déjeuner,5,0,22,"100 gramme Flocons d'avoine
200 millilitre Lait d'amande
1 Pomme, râpée
1 cuillère à café Cannelle
1 cuillère à soupe Miel
Noix, pour garnir, au goût","Dans un bol ou un bocal, mélangez les flocons d'avoine, le lait d'amande, la pomme râpée et la cannelle.
Couvrez et laissez reposer au réfrigérateur toute la nuit.
Le matin, remuez le mélange, ajoutez un peu de miel ou de sirop de yacon pour la douceur, et garnissez de noix avant de servir.",319.0,76.48,317.5,76.08000000000001,163.7465,3.44,3.6725,24.929,6.544700000000001,15.6557,8.808099999999998,0.4505,5.1804,0.115,0.27145,1.4054,6.163749999999999,3.2235,0.01,0.9477000000000001,0.0,0.3641,0.0,0.06104999999999999,38.38765,47.8725,0.192685,0.8388500000000001,21.8525,36.6998,0.7613000000000001,86.02799999999999,196.1915,30.081,24.53155,0.82684,0.0,26.07,0.26875,1.4207,3.2075,0.0,5.347,0.08097,0.054905,0.3966000000000001,0.332595,0.07176,20.87,0.0,https://zyllio.github.io/zyllio-samples/recipies/menus/images/63.jpg
64,Salade de quinoa aux légumes grillés,Une délicieuse salade de quinoa alliant la douceur des légumes grillés et une vinaigrette légère au tahini.,2,personnes,2,3,Méthode ami,Déjeuner,15,20,22,"100 gramme Quinoa
1 Courgette, coupée en tranches
1 Poivron rouge, coupé en lanières
1 Aubergine, coupée en tranches
1 Huile d'olive, pour badigeonner
1 Vinaigrette, mélange d'huile d'olive, tahini, une pointe d’ail, sel, et poivre","Rincez le quinoa sous l'eau froide.
Cuisez le quinoa 3 minutes en menu riz mode 2 couvercle fermé, 1 mesure de quinoa pour 1.5 mesure d’eau. Puis laissez-le refroidir.
Programmez le menu Thermogrill, couvercle ouvert puissance 3, 10 minutes. Badigeonnez les légumes d'huile d'olive et grillez-les jusqu'à ce qu'ils soient tendres et marqués.
Dans un grand saladier, mélangez le quinoa refroidi et les légumes grillés.
Préparez la vinaigrette en mélangeant l'huile d'olive et le tahini avec la pointe d’ail. Assaisonnez avec du sel et du poivre.
Versez la vinaigrette sur la salade et mélangez bien avant de servir.",2349.65,568.45,2346.65,567.95,374.4575,6.7995,6.9695,25.51425,60.5675,10.81375,5.125,0.05,4.61375,0.235,0.235,1.0935,12.47375,10.472,0.764,3.16375,0.0,0.6900000000000001,0.1225,0.5083125,53.7125,316.825,0.347375,2.0545,30.42125,83.775,1.0695,205.875,967.025,44.705,199.6875,1.3715,3.675,674.5,0.125,16.87375,59.9725,0.0,112.275,0.249375,0.275,2.245,1.0968,0.6293249999999999,169.389,0.006475,https://zyllio.github.io/zyllio-samples/recipies/menus/images/64.jpg
