Id,Nom,Description,Portions,Portions unité,Difficulté,Coût,Régime,Catégorie,Préparation,Cuisson,Ingrédients,Instructions,"Energie, Règlement UE N° 1169/2011 (kJ/100 g)","Energie, Règlement UE N° 1169/2011 (kcal/100 g)","Energie, N x facteur Jones, avec fibres  (kJ/100 g)","Energie, N x facteur Jones, avec fibres  (kcal/100 g)",Eau (g/100 g),"Protéines, N x facteur de Jones (g/100 g)","Protéines, N x 6.25 (g/100 g)",Glucides (g/100 g),Lipides (g/100 g),Sucres (g/100 g),Fructose (g/100 g),Galactose (g/100 g),Glucose (g/100 g),Lactose (g/100 g),Maltose (g/100 g),Saccharose (g/100 g),Amidon (g/100 g),Fibres alimentaires (g/100 g),Polyols totaux (g/100 g),Cendres (g/100 g),Alcool (g/100 g),Acides organiques (g/100 g),Cholestérol (mg/100 g),Sel chlorure de sodium (g/100 g),Calcium (mg/100 g),Chlorure (mg/100 g),Cuivre (mg/100 g),Fer (mg/100 g),Iode (µg/100 g),Magnésium (mg/100 g),Manganèse (mg/100 g),Phosphore (mg/100 g),Potassium (mg/100 g),Sélénium (µg/100 g),Sodium (mg/100 g),Zinc (mg/100 g),Rétinol (µg/100 g),Beta-Carotène (µg/100 g),Vitamine D (µg/100 g),Vitamine E (mg/100 g),Vitamine K1 (µg/100 g),Vitamine K2 (µg/100 g),Vitamine C (mg/100 g),Vitamine B1 ou Thiamine (mg/100 g),Vitamine B2 ou Riboflavine (mg/100 g),Vitamine B3 ou PP ou Niacine (mg/100 g),Vitamine B5 ou Acide pantothénique (mg/100 g),Vitamine B6 (mg/100 g),Vitamine B9 ou Folates totaux (µg/100 g),Vitamine B12 (µg/100 g),Image
659,One pot pasta aux pipe rigate au brocoli et au saumon,"Un plat de pâtes tout-en-un savoureux avec des touches de saumon frais et de brocoli, le tout préparé dans un seul récipient pour plus de simplicité et de saveurs mélangées.",4,personnes,3,3,One pot pasta,Plats,10,20,"400 gramme Pipe rigate
300 gramme Saumon frais, sans peau, coupé en dés
200 gramme Brocoli, coupé en petits bouquets
2 Gousses d'ail, émincées
Huile d'olive, au goût
Sel et poivre, au goût
Crème fraîche ou fromage frais, optionnel, au goût
1 Zeste d'un citron","Préparation du brocoli et du saumon: Assurez-vous que le brocoli est coupé en petits bouquets et que le saumon est coupé en dés de taille égale pour une cuisson uniforme.
Cuisson des pâtes avec le brocoli: Ajoutez les pipes rigate, le brocoli, ajoutez les dés de saumon et l'ail dans la cuve du Thermochef. Couvrez d'eau juste assez pour recouvrir les ingrédients. Fermez le couvercle et sélectionnez le menu pâtes. Choisissez le mode adapté à la texture désirée pour vos pâtes. Validez par cuisiner.
Finalisation et service: Une fois la cuisson terminée, si vous choisissez d'utiliser de la crème fraîche ou du fromage frais, incorporez-le à la préparation pour ajouter de l'onctuosité à la sauce. Mélangez bien pour que tous les ingrédients soient bien enrobés. Ajustez l'assaisonnement avec du sel et du poivre. Servez chaud, garni de zeste de citron pour une touche de fraîcheur.",1231.2,293.53,1225.2,292.53,167.58575,21.54665,21.93515,26.34425,12.145,1.5561,0.648575,0.040375,0.5221,0.36225,0.7515,0.37405,21.71025,3.77625,0.02,1.7045,0.0,0.72535,43.84,0.1566725,47.895,117.1545,0.2311625,1.228325,27.9225,49.671125,0.62617,237.27875,498.97875,33.83,49.608,0.9685999999999999,8.0775,191.676,2.78,2.316775,92.64325000000001,0.375,55.99625,0.224475,0.131675,7.12665,1.40195,0.5605,117.3435,2.9795,
660,One pot pasta aux cavatelli à la saucisse italienne et aux poivrons,"Un plat de pâtes savoureux où tout est cuit dans une seule casserole pour un mélange parfait de cavatelli, saucisse italienne et poivrons colorés.",4,personnes,3,3,One pot pasta,Plats,15,20,"400 gramme Cavatelli
300 gramme Saucisse italienne, enlevée de son enveloppe et émiettée
1 Poivron rouge, coupé en lanières
1 Poivron jaune, coupé en lanières
1 Oignon, finement haché
2 Gousses d'ail, émincées
Huile d'olive, au goût
Sel et poivre, au goût
Parmesan râpé, pour servir, au goût
Basilic frais ou persil, pour garnir, au goût","Faire revenir la saucisse: Utilisez le menu thermo grill avec le couvercle ouvert. Ajoutez un peu d'huile d'olive et la saucisse émiettée. Faites revenir jusqu'à ce qu'elle soit bien dorée, environ 5 minutes. Validez par cuisiner.
Ajout des légumes: Ajoutez l'oignon, l'ail, et les poivrons. Continuez à faire revenir jusqu'à ce que les légumes soient tendres, environ 5 minutes supplémentaires.
Cuisson des cavatelli: Ajoutez les cavatelli dans la cuve avec la saucisse et les légumes. Couvrez d'eau juste assez pour recouvrir les ingrédients. Fermez le couvercle et sélectionnez le menu pâtes. Choisissez le mode adapté à la texture désirée pour vos cavatelli. Validez par cuisiner.
Finalisation et service: Une fois la cuisson terminée, mélangez bien. Ajustez l'assaisonnement avec du sel et du poivre. Servez chaud, garni de parmesan râpé et de basilic frais ou de persil.",1619.4375,386.3125,1613.6875,385.3875,203.7845,18.928525,19.303525,31.648625,20.310875,5.724475,2.470325,0.00625,2.18135,0.4805,0.8805,0.73805,22.22025,4.387125,0.61725,3.184875,0.0,0.8719750000000001,62.5275,1.6219475,73.155,76.56700000000001,0.238875,1.5706225,48.9,43.725625,0.491,214.57875,578.39125,42.63,660.083,2.363225,19.825,618.1375,0.24625,2.794025,8.839,0.0,96.4025,0.29885,0.202625,3.85465,0.848575,0.35145,84.1435,0.605,
661,One pot pasta aux orzo à la saucisse italienne et au poireau,"Un repas simple et délicieux tout en un qui combine orzo, saucisse italienne et poireau pour un confort food rapide et gourmand.",4,personnes,2,3,One pot pasta,Plats,10,20,"400 gramme Orzo
300 gramme Saucisse italienne, enlevée de son enveloppe et émiettée
1 Poireau, nettoyé et coupé en rondelles
2 Gousses d'ail, émincées
750 Millilitre Bouillon de poulet ou de légumes
1 filet Huile d'olive
Sel, au goût
1 pincée Poivre
Parmesan râpé, pour servir, au goût
1 portion Persil frais ou basilic, pour garnir","Faire revenir la saucisse: Utilisez le menu thermo grill avec le couvercle ouvert. Ajoutez un peu d'huile d'olive et la saucisse émiettée. Faites revenir jusqu'à ce qu'elle soit bien dorée, environ 5 minutes. Validez par cuisiner.
Ajout du poireau et de l'ail: Ajoutez le poireau et l'ail, et continuez à faire revenir pendant 3 minutes supplémentaires, jusqu'à ce que le poireau soit tendre.
Cuisson de l'orzo: Ajoutez l'orzo dans la cuve avec la saucisse et le poireau. Versez le bouillon. Fermez le couvercle et sélectionnez le menu pâtes. Choisissez le mode adapté à la texture désirée pour l'orzo. Validez par cuisiner.
Finalisation et service: Une fois la cuisson terminée, mélangez bien. Ajustez l'assaisonnement avec du sel et du poivre. Servez chaud, garni de parmesan râpé et de persil frais ou de basilic.",1573.8125,375.19,1568.0625,374.265,333.8370675,19.8174,20.1924,29.074,18.986,2.69735,0.4813250000000001,0.002875,0.4873500000000001,0.2055,0.66175,0.4118,21.85975,3.4426875,0.07575,6.150374999999999,0.0,0.261225,62.5275,3.351935,103.23575,218.1295,0.2346,2.354175,31.942,45.070375,0.6543,208.8825,518.84225,27.02375,1338.6305,2.311695,21.85,869.0125,0.243125,0.9475250000000001,110.33525,0.0,24.70875,0.302425,0.2023,4.08665,0.8009499999999999,0.279825,68.281,0.6237499999999999,
662,Gâteau aux olives et feta,Un gâteau salé riche en saveurs méditerranéennes avec des olives et de la feta.,6,personnes,2,2,Cake salé,Plats,15,35,"200 gramme Farine
3 Œufs
100 Millilitre Lait
100 gramme Olives, dénoyautées
100 gramme Feta, émiettée
1 cuillère à café Levure chimique
Sel, au goût
Poivre, au goût","Dans un bol, combinez la farine, les œufs, le lait, les olives, la feta, la levure, le sel et le poivre.
Introduisez la préparation dans le moule à gâteau.
Placez le moule dans la cuve du Thermochef sur la plaque four avec 5 mesurettes d'eau.
Cuisson : menu pression puissance 3 pendant 35 minutes.",887.6333333333333,211.1333333333333,882.8000000000001,210.0166666666667,59.435045,9.530166666666668,9.761833333333334,26.41333333333334,10.21166666666667,0.2077333333333333,0.10455,0.03358333333333333,0.1362333333333333,0.5666666666666668,0.1058333333333333,0.2442,23.13333333333333,1.925333333333333,0.0,2.104816666666667,0.0,0.2416833333333333,112.8166666666667,0.9798933333333334,169.9888333333333,572.3333333333334,0.1124333333333333,2.421316666666666,27.66966666666667,18.06358333333333,0.2173916666666666,199.1133333333333,125.6181666666667,13.6325,509.6903333333333,0.792755,87.75,48.54666666666666,0.5287499999999999,1.602216666666666,1.251666666666667,0.0,0.2841666666666666,0.06645,0.19785,0.3751833333333334,0.7685333333333334,0.07155,20.353,0.5041666666666667,
663,Gâteau au saumon fumé et aneth,"Un savoureux gâteau salé au saumon fumé et aneth, parfait comme entrée ou pour un pique-nique.",4,personnes,2,3,Cake salé,Plats,15,35,"200 gramme Farine
3 Œufs
100 Millilitre Crème liquide
100 gramme Saumon fumé
2 cuillère à soupe Aneth, hachée
1 cuillère à café Levure chimique
Sel, au goût
1 pincée Poivre","Mélangez tous les ingrédients dans un récipient pour obtenir une pâte homogène.
Versez la préparation dans le moule à gâteau.
Placez le moule dans la cuve du Thermochef sur la plaque four avec 5 mesurettes d'eau.
Cuisez à l'aide du menu pression puissance 3 pendant 35 minutes.",1479.74,352.789,1469.74,350.789,68.2225675,15.67885,16.10385,39.5705,14.187,0.9981,0.119325,0.025375,0.16685,0.665,0.12125,0.3288,34.7,2.2205,0.0,2.797225,0.0,0.140225,190.975,1.30784,175.49075,708.25,0.103675,1.646975,23.1575,29.485375,0.3599875,296.483,308.11725,5.50275,701.3255,0.9176325,120.75,21.77,2.118125,1.627575,0.4725,0.0,1.52625,0.148225,0.260375,3.057775,1.2568,0.351325,36.4995,1.41125,
664,Gâteau aux tomates séchées et mozzarella,Une savoureuse combinaison de tomates séchées et de mozzarella dans un gâteau salé facile à préparer.,4,personnes,2,2,Cake salé,Plats,15,35,"200 gramme Farine
3 Œufs
100 Millilitre Lait
100 gramme Tomates séchées, coupées en morceaux
100 gramme Mozzarella, coupée en dés
1 cuillère à café Levure chimique
Sel, au goût
1 pincée Poivre","Mélangez tous les ingrédients.
Introduisez la préparation dans le moule à gâteau.
Placez le moule dans la cuve du Thermochef sur la plaque four avec 3 mesures d'eau.
Cuisson : menu pression puissance 3 pendant 35 minutes.",1272.2,302.2,1263.95,300.775,75.9525675,17.85025,18.17275,50.445,10.115,9.8841,0.131825,0.025375,0.17935,0.9750000000000001,0.13375,0.3413,34.7,4.413,0.0,5.467225,0.0,0.030025,172.5,0.76484,343.73325,461.0,0.4713999999999999,3.869475,25.8045,73.595375,0.7735875000000001,426.695,1043.67725,8.39875,482.7855,2.0816325,121.375,151.82,0.8306249999999998,0.828325,11.7975,0.0,10.10125,0.231425,0.4192750000000001,2.780275,1.6558,0.190325,43.3045,1.19375,
665,Gâteau aux lardons et courgettes,"Un délicieux gâteau salé mariant les saveurs des lardons fumés et de la courgette fraîche, parfait pour un repas léger ou un pique-nique.",4,personnes,2,2,Cake salé,Plats,10,35,"200 gramme Farine
3 Œufs
100 Millilitre Lait
100 gramme Lardons
100 gramme Courgette, râpée
1 cuillère à café Levure chimique
Sel, au goût
1 pincée Poivre","Faites revenir les lardons dans une poêle sans ajout de matière grasse jusqu'à ce qu'ils soient dorés.
Dans un grand bol, mélangez la farine, les œufs, le lait, la levure chimique, le sel et le poivre jusqu'à obtenir une pâte homogène.
Ajoutez les lardons revenus et les courgettes râpées à la préparation et mélangez bien.
Versez la préparation dans un moule à gâteau adapté au Thermochef.
Placez le moule dans la cuve du Thermochef sur la plaque four avec 3 mesures d'eau.
Réglez le Thermochef sur le menu pression puissance 3 et faites cuire pendant 35 minutes.",1323.8,314.825,1314.05,312.9,93.9525675,14.15775,14.58025,40.0825,10.5325,0.9566,0.404325,0.000375,0.41185,0.8500000000000001,0.24125,0.3753,34.7,1.6005,0.003500000000000001,2.852225,0.0,0.005025,166.625,1.11309,187.15825,213.5,0.14015,1.781975,16.9145,29.720375,0.3553375,334.37,339.67725,3.09375,623.2855,1.3566325,77.875,36.57,1.005625,0.893325,1.5475,0.0,4.67625,0.210675,0.306775,2.340275,1.2733,0.258575,34.5545,0.81875,
666,Gâteau au poulet et curry,"Un mélange surprenant de poulet et d'épices dans un gâteau salé, cuit au Thermochef.",4,personnes,2,2,Cake salé,Plats,15,35,"200 gramme Farine
3 Œufs
100 Millilitre Crème liquide
100 gramme Poulet cuit, coupé en morceaux
2 cuillère à café Curry en poudre
1 cuillère à café Levure chimique
Sel, au goût
1 pincée Poivre","Mélangez tous les ingrédients jusqu’à obtenir une préparation homogène.
Versez la préparation dans un moule à gâteau préalablement huilé ou recouvert de papier sulfurisé.
Placez le moule dans la cuve du Thermochef sur la plaque four avec 3 mesures d'eau.
Réglez le Thermochef sur le menu pression, puissance 3 pour une cuisson de 35 minutes.",1525.25,363.585,1515.25,361.585,65.7405675,17.47025,17.89525,39.81630000000001,14.4025,1.0004,0.089325,0.027375,0.14025,0.665,0.08375,0.2972,34.7,2.62,0.0,2.085425,0.0,0.142625,202.2,0.52864,180.05825,269.0,0.115025,1.857975,14.3345,31.800375,0.3897875,295.615,272.62725,4.36375,388.8055,1.1861325,128.875,19.88,1.130625,1.230575,2.0705,0.0,0.13325,0.103725,0.268775,2.679875,1.3265,0.176425,29.4895,0.70375,
667,Gâteau aux champignons et parmesan,Un gâteau salé riche en saveurs avec des champignons et du parmesan.,4,personnes,2,2,Cake salé,Plats,15,35,"200 gramme Farine
3 Œufs
100 Millilitre Lait
100 gramme Champignons, émincés et sautés
50 gramme Parmesan, rapé
1 cuillère à café Levure chimique
Sel, au goût
1 pincée Poivre","Mélangez tous les ingrédients.
Introduisez la préparation dans le moule à gâteau.
Placez le moule dans la cuve du Thermochef sur la plaque four avec 3 mesures d'eau.
Cuisson : menu pression puissance 3 pendant 35 minutes.",1270.5,301.625,1262.0,300.075,83.5775675,14.65525,15.00275,39.90375,8.875,0.6678499999999999,0.161825,0.012875,0.37185,0.8125,0.14625,0.3537999999999999,34.7,1.768,0.1125,2.480975,0.0,0.237525,164.6625,0.6590900000000001,304.42825,335.125,0.2824,1.671975,28.0045,27.820375,0.3213375,349.345,266.17725,6.14375,440.7255,1.5041325,119.625,9.9075,0.8118749999999999,0.802075,0.66375,0.0,1.21375,0.1143,0.364275,1.784025,1.5783,0.141575,33.8045,0.95375,
668,Gâteau au chèvre et herbes de provence,Un gâteau salé au fromage de chèvre agrémenté d'herbes de Provence cuit à la vapeur au Thermochef,4,personnes,2,2,Cake salé,Plats,10,35,"200 gramme Farine
3 Œufs
100 Millilitre Crème liquide
100 gramme Fromage de chèvre, en morceaux
1 cuillère à soupe Herbes de Provence
1 cuillère à café Levure chimique
Sel, au goût
1 pincée Poivre","Mélangez tous les ingrédients.
Introduisez la préparation dans le moule à gâteau.
Placez le moule dans la cuve du Thermochef sur la plaque four avec 3 mesures d'eau.
Cuisson : menu pression puissance 3 pendant 35 minutes.",1662.925,397.2775,1655.425,395.7775,50.8518175,15.9015,16.2015,39.67,18.9185,1.36035,0.131825,0.025375,0.17935,0.6900000000000001,0.13375,0.3413,34.735,2.78975,0.0,2.379725,0.0,0.1427,200.7,0.7213799999999999,229.25825,448.0,0.134075,2.773475,20.842,27.845375,0.3945375,293.6425,251.40225,6.27575,465.648,1.0648575,160.75,19.77,0.8806249999999999,1.02065,0.4725,0.0,1.07125,0.1027,0.395225,0.8953,1.2708,0.162975,51.8495,0.59875,
669,Gâteau aux asperges et prosciutto,Un gâteau salé combinant la douceur des asperges avec le goût distinct du prosciutto.,4,personnes,2,3,Cake salé,Plats,15,35,"200 gramme Farine
3 Œufs
100 Millilitre Lait
100 gramme Asperges, cuites et coupées en morceaux
50 gramme Prosciutto, coupé en petits morceaux
1 cuillère à café Levure chimique
Sel, au goût
1 pincée Poivre","Mélangez tous les ingrédients.
Introduisez la préparation dans le moule à gâteau.
Placez le moule dans la cuve du Thermochef sur la plaque four avec 3 mesures d'eau.
Cuisson : menu pression puissance 3 pendant 35 minutes.",1153.825,273.575,1144.075,271.65,86.2150675,13.92275,14.34525,40.1275,6.645,0.8728499999999999,0.354325,0.000375,0.31435,0.8,0.14625,0.4062999999999999,34.7,1.82675,0.0,2.715975,0.0,0.003775,161.775,1.17134,186.78325,614.75,0.153525,1.938225,16.692,27.495375,0.3450875,290.695,291.55225,3.90625,643.3355,1.2728825,77.875,118.82,0.8056249999999998,0.984575,10.5475,0.0,4.12625,0.235175,0.283025,1.752775,1.1408,0.187575,49.9595,0.6649999999999999,
670,Gâteau aux épinards et feta,"Un gâteau salé à base d'épinards et de feta, simple et délicieux.",4,personnes,2,2,Cake salé,Plats,15,35,"200 gramme Farine
3 Œufs
100 Millilitre Crème liquide
100 gramme Épinards, cuits et hachés
100 gramme Feta, émiettée
1 cuillère à café Levure chimique
Sel, au goût
Poivre, au goût","Mélangez tous les ingrédients.
Introduisez la préparation dans le moule à gâteau.
Placez le moule dans la cuve du Thermochef sur la plaque four avec 3 mesures d'eau.
Cuisson : menu pression puissance 3 pendant 35 minutes.",1584.95,378.575,1577.45,376.825,87.4275675,14.53025,14.88025,39.99,17.9925,1.0566,0.153325,0.093125,0.19885,0.7150000000000001,0.13375,0.3618,35.1825,2.6805,0.0,2.964725,0.0,0.5050250000000001,189.25,1.03734,253.45825,610.25,0.125525,2.419475,33.9295,35.475375,0.6335375,300.745,299.92725,7.973749999999999,591.9605,1.3266325,170.75,1427.27,0.8181249999999999,1.598575,131.7775,0.0,10.40125,0.112675,0.3467750000000001,0.732275,1.1633,0.150325,84.1545,0.7062499999999999,
671,Gâteau au thon et olives vertes,"Un gâteau salé rapide et facile à préparer, idéal pour une entrée ou un pique-nique.",6,personnes,2,2,Cake salé,Plats,10,35,"200 gramme Farine
3 Œufs
100 Millilitre Lait
100 gramme Thon en conserve, égoutté
50 gramme Olives vertes, dénoyautées et hachées
1 cuillère à café Levure chimique
Sel, au goût
1 pincée Poivre","Mélangez tous les ingrédients.
Introduisez la préparation dans le moule à gâteau.
Placez le moule dans la cuve du Thermochef sur la plaque four avec 3 mesures d'eau.
Cuisson : menu pression puissance 3 pendant 35 minutes.",840.0500000000001,199.2166666666667,833.5500000000001,197.9333333333333,55.21837833333333,11.876,12.15766666666667,26.29083333333334,4.908333333333333,0.2069,0.07955,0.008583333333333333,0.1112333333333333,0.5416666666666666,0.08083333333333334,0.2192,23.1625,1.192,0.0008333333333333334,1.66565,0.0,0.03168333333333333,109.1666666666667,0.5923933333333333,127.9388333333333,289.0166666666667,0.09276666666666666,1.30465,37.66966666666666,23.06358333333333,0.2061583333333333,212.1883333333334,188.2015,17.16583333333334,355.0236666666667,0.6485883333333333,53.25,6.588333333333334,0.8129166666666666,1.00805,1.473333333333334,0.0,0.2425,0.07086666666666668,0.16235,3.070183333333333,0.7567833333333334,0.14555,23.553,0.8441666666666666,
672,Gâteau aux poivrons et chorizo,"Un gâteau salé riche en goût, mêlant les saveurs du chorizo et des poivrons grillés.",6,personnes,2,2,Cake salé,Plats,15,35,"200 gramme Farine
3 Œufs
100 Millilitre Lait
100 gramme Chorizo, en dés
100 gramme Poivrons grillés, en lanières
1 cuillère à café Levure chimique
Sel, au goût
1 pincée Poivre","Mélangez tous les ingrédients.
Introduisez la préparation dans le moule à gâteau.
Placez le moule dans la cuve du Thermochef sur la plaque four avec 3 mesures d'eau.
Cuisson : menu pression puissance 3 pendant 35 minutes.",989.3000000000001,235.8,982.8000000000001,234.5166666666667,58.45171166666666,10.9335,11.21516666666667,27.96333333333333,9.361666666666666,1.541066666666667,0.07121666666666666,0.00025,0.1029,0.5333333333333333,0.0725,0.2108666666666666,23.13333333333333,1.413666666666667,0.0,1.919816666666667,0.0,0.00335,101.8333333333333,1.014226666666667,121.4888333333333,142.3333333333333,0.07743333333333334,0.9913166666666666,12.33633333333333,15.73025,0.2190583333333334,170.4633333333333,141.4515,1.9675,522.357,0.602755,51.91666666666666,114.88,0.4870833333333333,0.6688833333333334,0.315,0.0,13.70083333333333,0.06261666666666667,0.1561833333333334,0.4785166666666667,0.7422,0.1173833333333333,18.203,0.4158333333333333,
673,Gâteau au roquefort et noix,Un délicieux gâteau salé associant le caractère du roquefort et le croquant des noix.,6,personnes,2,3,Cake salé,Plats,15,35,"200 gramme Farine
3 Œufs
100 Millilitre Crème liquide
100 gramme Émietté de Roquefort
50 gramme Noix, concassées
1 cuillère à café Levure chimique
1 pincée Poivre","Mélangez tous les ingrédients.
Introduisez la préparation dans le moule à gâteau.
Placez le moule dans la cuve du Thermochef sur la plaque four avec 3 mesures d'eau.
Cuisson : menu pression puissance 3 pendant 35 minutes.",1124.966666666667,268.8833333333333,1119.966666666667,267.8833333333333,44.29333333333333,10.90016666666667,11.27516666666667,27.00666666666667,16.16166666666667,0.7594,0.1128833333333333,0.05025,0.1529,0.4766666666666667,0.08916666666666667,0.2275333333333333,23.1625,1.717,0.0,1.91915,0.0,0.24835,127.75,0.6596433333333332,231.1166666666667,473.1916666666667,0.1416,1.139166666666666,18.91666666666667,28.21166666666667,0.430325,248.2833333333333,156.59,5.298333333333333,382.4403333333333,1.035941666666667,113.3333333333333,17.51333333333333,0.5245833333333333,0.7407166666666667,0.485,0.0,0.1258333333333333,0.08278333333333333,0.27285,0.4931833333333333,0.9072,0.09038333333333333,32.303,0.4775,
674,Gâteau aux crevettes et ciboulette,"Un gâteau salé léger avec des crevettes et de la ciboulette fraîche, à cuire au Thermochef.",4,personnes,2,2,Cake salé,Plats,15,35,"200 gramme Farine
3 Œufs
100 Millilitre Lait
100 gramme Crevettes, cuites et décortiquées
2 cuillère à soupe Ciboulette, hachée
1 cuillère à café Levure chimique
Sel, au goût
1 pincée Poivre","Mélangez tous les ingrédients ensemble pour former la pâte du gâteau.
Introduisez la préparation dans le moule à gâteau.
Placez le moule dans la cuve du Thermochef sur la plaque four avec 3 mesures d'eau.
Cuisson : programmez le menu pression puissance 3 pendant 35 minutes.",1146.41,271.388,1136.66,269.463,78.8265675,15.20305,15.62555,40.319,5.1733,0.3791,0.106825,0.000375,0.15435,0.8,0.10875,0.3163,34.7,1.4656,0.0,2.291225,0.0,0.000425,190.25,0.57346,204.89525,213.5,0.29765,2.341875,46.5925,33.497375,0.3800875,299.797,247.67725,11.46275,406.9955,1.5746325,77.875,70.97,0.7806249999999999,1.242925,10.8725,0.0,1.88925,0.102775,0.239075,1.315575,1.1984,0.140875,32.4365,0.87375,
675,Gâteau aux brocolis et cheddar,Un gâteau salé facile à réaliser combinant les saveurs des brocolis et du cheddar.,4,personnes,2,2,Cake salé,Plats,15,35,"200 gramme Farine
3 Œufs
100 Millilitre Lait
100 gramme Brocolis, cuits et coupés en petits bouquets
100 gramme Cheddar, rapé
1 cuillère à café Levure chimique
Sel, au goût
1 pincée Poivre","Mélangez tous les ingrédients.
Introduisez la préparation dans le moule à gâteau.
Placez le moule dans la cuve du Thermochef sur la plaque à four avec 3 mesures d'eau.
Cuisson : menu pression puissance 3 pendant 35 minutes.",1448.95,345.2,1441.7,343.775,88.1275675,17.16275,17.48525,39.86,13.5125,0.7341,0.289325,0.000375,0.27435,0.8375,0.14625,0.3613,34.7,2.063,0.0,2.937225,0.0,0.277525,178.25,0.87434,360.20825,493.25,0.1424,1.716975,26.0795,32.320375,0.4118375,386.57,275.42725,5.873749999999999,526.7855,1.8116325,141.875,118.07,0.8806249999999999,1.233325,46.4475,0.0,26.80125,0.116675,0.364275,0.707525,1.4133,0.153325,69.3045,0.84375,
676,Gâteau aux artichauts et parmesan,Un gâteau salé avec des cœurs d'artichaut et du parmesan pour une entrée originale ou un plat d'accompagnement.,6,personnes,2,3,Cake salé,Plats,15,35,"200 gramme Farine
3 Œufs
100 Millilitre Crème liquide
100 gramme Cœurs d'artichaut, en morceaux
50 gramme Parmesan, rapé
1 cuillère à café Levure chimique
Sel, au goût
Poivre, au goût","Mélangez tous les ingrédients.
Introduisez la préparation dans le moule à gâteau.
Placez le moule dans la cuve du Thermochef sur la plaque four avec 3 mesures d'eau.
Cuisson : menu pression puissance 3 pendant 35 minutes.",1000.8,238.7166666666667,994.9666666666667,237.6333333333333,50.50171166666667,9.858500000000001,10.09183333333333,26.9975,10.475,0.8152333333333334,0.06288333333333333,0.02525,0.09456666666666667,0.4516666666666667,0.06416666666666666,0.2025333333333333,23.23333333333333,2.292,0.0,1.67065,0.0,0.2950166666666666,123.2416666666667,0.4407266666666667,203.6388333333333,219.9166666666667,0.15785,1.20465,16.303,24.20025,0.2473583333333333,227.33,178.6181666666667,3.670833333333333,294.607,0.9544216666666666,105.8333333333333,16.73833333333333,0.5245833333333333,0.64655,2.909166666666667,0.0,2.075833333333333,0.0727,0.18335,0.61735,0.7972,0.09688333333333334,31.11966666666666,0.6024999999999999,
677,gâteau au bacon et maïs,Un délicieux gâteau salé associant le croustillant du bacon au doux parfum du maïs.,6,personnes,2,2,Cake salé,Plats,15,35,"200 gramme Farine
3 Œufs
100 Millilitre Lait
100 gramme Bacon, croustillant
100 gramme Grains de maïs
1 cuillère à café Levure chimique
Sel, au goût
Poivre, au goût","Mélangez tous les ingrédients jusqu'à obtenir une pâte homogène.
Versez la préparation dans un moule à gâteau préalablement graissé ou recouvert de papier cuisson.
Placez le moule dans la cuve du Thermochef sur la plaque four avec 3 mesures d'eau.
Sélectionnez le menu pression puissance 3 et faites cuire pendant 35 minutes.
Une fois la cuisson terminée, laissez le gâteau reposer quelques minutes avant de démouler.",1017.633333333333,240.9666666666667,1011.133333333333,239.6833333333333,51.70171166666666,11.9835,12.26516666666667,37.605,4.345,0.5060666666666667,0.10455,0.00025,0.1362333333333333,0.5666666666666668,0.1058333333333333,0.2442,33.81666666666666,1.842,0.0,2.16315,0.0,0.001683333333333333,109.7,0.8382266666666666,127.2888333333333,454.0,0.1141,1.591316666666667,14.33633333333333,33.89691666666667,0.3373916666666667,241.13,243.1181666666667,7.4325,453.0236666666667,1.119421666666667,55.41666666666666,4.38,0.5287499999999999,0.8772166666666666,0.4483333333333333,0.0,1.2925,0.2276166666666667,0.1881833333333334,1.76685,0.9872000000000001,0.2057166666666667,24.553,0.4791666666666667,
678,Gâteau à l'avocat et tomates cerise,Un gâteau sain et coloré mélangeant la douceur de l'avocat et la fraîcheur des tomates cerises.,4,personnes,2,2,Cake salé,Plats,15,35,"200 gramme Farine
3 Œufs
100 Millilitre Crème liquide
1 Avocat, coupé en dés
100 gramme Tomates cerises, coupées en deux
1 cuillère à café Levure chimique
Sel, au goût
1 pincée Poivre","Mélangez tous les ingrédients.
Introduisez la préparation dans le moule à gâteau.
Placez le moule dans la cuve du Thermochef sur la plaque four avec 3 mesures d'eau.
Cuisson : menu pression puissance 3 pendant 35 minutes.",1641.575,392.625,1631.575,390.625,99.6150675,11.01275,11.43775,40.98125,19.6425,2.3241,0.766825,0.05275,0.76435,0.79,0.20875,0.4162999999999999,34.91875,3.738,0.3125,3.140975,0.0,0.662525,173.1375,0.436215,175.13325,228.825,0.170525,1.716975,25.5795,29.975375,0.4185375,263.945,401.17725,15.44875,351.7855,1.0278825,117.0,361.645,0.7556249999999999,1.817325,6.6175,0.0,5.76375,0.118425,0.24515,1.324775,1.4943,0.183075,58.47950000000001,0.57375,
